"Data Source","World Development Indicators",

"Last Updated Date","2020-09-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Equatorial Guinea","GNQ","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10130000","9233000","10070000","10916000","12164000","13096000","14057000","14180000","13969000","13313000","14765000","16039000","16165000","15939000","14915000","15007000","16427000","15518000","17920000","22033000","23599000","24799000","27194000","30123000","",
"Grenada","GRD","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108000","108000","111000","116000","125000","129000","123000","132000","142000","134000","99000","119000","130000","130000","114000","110000","118000","125000","128000","150000","155000","156000","168000","185000","",
"Greenland","GRL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1448000","1527000","1054000","1119000","1160000","1200000","1224000","1371000","1473000","1585000","1660000","1781000","",
"Guam","GUM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1362000","1373000","1382000","1137000","1162000","1287000","1159000","1059000","910000","1160000","1228000","1212000","1225000","1142000","1053000","1197000","1160000","1308000","1334000","1343000","1409000","1536000","1545000","1549000","",
"Guyana","GUY","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106000","92000","76000","66000","75000","105000","99000","104000","101000","122000","117000","113000","134000","130000","141000","152000","157000","177000","200000","206000","207000","235000","247000","287000","",
"High income","HIC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","391645953.31","407791133.74993","428038853.724758","442229934.372075","459600408.591128","487331963.377029","478263358.26694","484416843.832441","477246917.505695","509930522.520188","536226797.304653","564464254.536013","592081419.157448","591855252.600567","563350185.448951","593953091.312182","621516137.60796","647742382.742056","681599452.232603","723532949.824982","760381221.760921","798283035.566457","846587465.775058","879719450.757613","",
"Hong Kong SAR, China","HKG","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7137000","7837000","8814000","8878000","10689000","9676000","13655000","14773000","15821000","17154000","17319000","16926000","20085000","22316000","23770000","25661000","27770000","26686000","26553000","27884000","29263000","",
"Honduras","HND","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271000","263000","307000","321000","371000","471000","518000","550000","611000","641000","673000","739000","804000","869000","836000","863000","871000","895000","863000","868000","880000","838000","851000","","",
"Heavily indebted poor countries (HIPC)","HPC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4771357.46297237","5445913.5960403","5874977.64294677","5961808.57040546","6107835.79179329","6379285.51905559","6707558.93498791","7417681.34603892","7895635.26028419","9024886.48844259","9942666.93915858","11275555.8097797","12800395.1806989","13644554.5535078","13986639.8732292","15286896.20984","16977316.6976192","18384372.0513311","19155432.9440369","19392860.9220315","21124902.9932378","22406697.9904931","24097516.6259645","","",
"Croatia","HRV","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1485000","2914000","4178000","4499000","3805000","5831000","6544000","6944000","7409000","7912000","7743000","7988000","8559000","8665000","8694000","9111000","9927000","10369000","10948000","11623000","12683000","13809000","15593000","16645000","",
"Haiti","HTI","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145000","150000","149000","147000","143000","140000","142000","140000","136000","96000","112000","108000","386000","258000","387000","255000","349000","349000","420000","465200","516000","445000","467000","447000","",
"Hungary","HUN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9979000","9259000","8638000","8814000","9058000","9510000","10250000","10353000","10624000","12140000","14316000","15255000","15785000","17552000","",
"IBRD only","IBD","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154249439.764852","169699021.585693","179105394.559419","180687972.96136","186197494.598557","209475503.100931","216705405.061508","227938062.285865","226099072.50443","265518770.128958","285070553.122671","299108653.899545","332695723.267562","345568173.406721","332109365.003483","358927681.911667","375457971.501635","404605533.879489","421778021.931331","431189697.801743","442808945.083009","452065583.559555","492973105.994029","532429827.267528","",
"IDA & IBRD total","IBT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167773399.633922","185112882.370243","195865993.156147","198638814.051825","204742956.289962","229172408.560472","237469055.699339","250317564.992958","249485011.906965","292706095.524349","314130070.217175","333287055.849507","372541200.450329","387965215.917952","375733469.853181","407936084.45439","422233563.322446","455500832.54013","475625042.194498","488654817.857791","505807211.899826","514813440.772745","561797590.954269","610304931.035529","",
"IDA total","IDA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11959948.7754067","13756749.1373232","15069389.9225208","16367649.4162037","16919279.2240082","17738929.9734804","18778779.5860923","20341275.9431522","21488162.5245429","24930134.5198258","26622653.5977437","31873912.4851486","37336636.3115754","39834318.3290942","41269456.2790223","46533635.2095571","44029659.7847913","48016377.3884029","50999487.5402998","55021291.4829265","61258551.85687","60625967.1532995","","","",
"IDA blend","IDB","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4925527.36984245","5490458.6380196","6154279.17846611","6806527.57003004","6870700.39565166","6549836.26754359","7050594.71009913","7222072.91626835","7759651.83254121","8340363.30374006","8605470.71450475","10248000","13227000","12969000","13660000","14184000","13206000","13974000","13333739.8523985","13883224.8616236","15461852.8597786","15285673.8929889","","","",
"Indonesia","IDN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4324000","5034000","5185000","4606000","4728000","5064000","5153000","5033000","4467000","5321000","5002000","4871000","5506000","6234000","6324000","7003000","7650000","8044000","8802000","9435000","10407000","11519000","14040000","15810000","",
"IDA only","IDX","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6882344.9254868","8120673.30186189","8732917.66611818","9343450.48462775","9850750.02253757","11086948.9187323","11602339.2073346","13035832.39659","13621915.0011593","16559749.069832","18027705.4782978","21643455.2661958","24008114.9653792","26870072.7807169","27595234.7319741","32437861.9001827","30925419.5831259","34290498.4624059","38273255.7974372","41909299.7126984","46654250.060092","","","","",
"Isle of Man","IMN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2124000","2288000","2374000","2359000","2482000","2649000","2537000","2384000","2726000","3457000","3919000","4447000","5082000","5283000","5168000","5776000","6309000","6578000","6968000","13107000","13284000","14570000","15543000","17423000","",
"Not classified","INX","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4818000","5289000","5587000","6064000","6403000","6646000","6353000","6476000","6764000","6953000","7333000","8001000","8332000","8026000","7189000","7134000","7630000","7550000","8260000","8813000","9528000","10100000","10338000","10926000","",
"Iran, Islamic Rep.","IRN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","568000","693000","860000","1124000","","","","","","","","","2219000","2034000","2116000","2938000","3354000","3834000","4769000","4968000","5237000","4942000","4867000","7295000","",
"Iraq","IRQ","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61000","51000","15000","45000","30000","78000","127000","","","","","","","864000","1262000","1518000","1510000","1111000","892000","","","","","","",
"Iceland","ISL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190000","201000","202000","232000","263000","303000","301000","285000","317000","360000","374000","422000","485000","502000","494000","489000","566000","673000","807300","997000","1289000","1792000","2225000","2343800","",
"Israel","ISR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2215000","2100000","2010000","1942000","2312000","2417000","1196000","861900","1063000","1505600","1903000","1825000","2067000","2572000","2321000","2803000","2820000","2886000","2962000","2927000","2799000","2900000","3613000","4121000","",
"Italy","ITA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31052000","34080000","34692000","34933000","36516000","41181000","39563000","39799000","39604000","37071000","36513000","41058000","43654000","42734000","43239000","43626000","46119000","46360000","47704000","48576000","50732000","52372000","58253000","61567200","",
"Jamaica","JAM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1147000","1162000","1192000","1225000","1248000","1323000","1277000","1266000","1350000","1415000","1479000","1679000","1701000","1767000","1831000","1922000","1952000","1986000","2008400","2080000","2123000","2182000","2353000","2473000","",
"Jordan","JOR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1075000","1106000","1132000","1772000","1790000","1580000","1672000","2384000","2353000","2853000","2987000","3225000","3431000","3729000","3789000","4207000","3960000","4162000","3945000","3990000","3761000","3567000","3843500","4150000","",
"Japan","JPN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3345000","3837000","4218000","4106000","4438000","4757000","4772000","5239000","5212000","6138000","6728000","7334000","8347000","8351000","6790000","8611000","6219000","8358000","10364000","13413000","19737000","24040000","28691000","31192000","",
"Kazakhstan","KAZ","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","202000","284000","257000","394000","1683000","2693000","3678000","3237000","4291000","4365000","4707000","5311000","4117000","3774000","4097000","5685000","6163000","6841000","6333000","6430000","6509000","7701000","8789000","",
"Kenya","KEN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","918000","947000","928000","792000","862000","899000","841000","838000","927000","1199000","1399000","1464000","1686000","1141000","1392000","1470000","1750000","1619000","1434000","1261000","1114000","1268000","1364000","","",
"Kyrgyz Republic","KGZ","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36000","42000","87000","59000","48000","59000","99000","140000","","","","185000","243000","304000","283000","259000","337000","348000","415000","413000","402000","321000","421000","423000","",
"Cambodia","KHM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220000","260000","219000","287000","368000","466000","605000","787000","701000","1055000","1422000","1700000","2015000","2125000","2162000","2508000","2882000","3584000","4210000","4503000","4775000","5012000","5602000","6201000","",
"Kiribati","KIR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3900","4200","5100","5700","5100","4800","4600","4900","4900","3400","4100","4400","4700","3900","3900","4700","5300","4900","5900","5000","3900","5700","5800","7100","",
"St. Kitts and Nevis","KNA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79000","84000","88000","93000","84000","73000","71000","69000","91000","118000","141000","139000","123000","128000","83000","98000","104000","104000","107000","113000","118000","116000","115000","125000","",
"Korea, Rep.","KOR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3753000","3684000","3908000","4250000","4660000","5322000","5147000","5347000","4753000","5818000","6023000","6155000","6448000","6891000","7818000","8798000","9795000","11140000","12176000","14202000","13232000","17242000","13336000","15347000","",
"Kuwait","KWT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1443000","1565000","1638000","1763000","1884000","1944000","2072000","2316000","2602000","3056000","3474000","3899000","4482000","4736000","5088000","5208000","5574000","5729000","6217000","6528000","6941000","7055000","7407000","8508000","",
"Latin America & Caribbean (excluding high income)","LAC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35334005.660197","37502429.6013003","36674112.2095803","39705794.9708385","40057264.6333302","43004676.8907161","41418952.6532173","40392291.270676","41141476.6038818","46073356.4585524","50225220.3078688","51711258.7054212","53743000","55948000","54045000","57888000","60119000","62112000","64008400","72308100","77185000","82116300","89250000","93083127.4089447","",
"Lao PDR","LAO","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60000","93000","193000","200000","259000","191000","173000","215000","196000","407000","672000","842000","1142000","1295000","1239000","1670000","1894000","2291000","2700000","3164000","3543000","3315000","3257000","3770000","",
"Lebanon","LBN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","450000","424000","558000","631000","673000","742000","837000","956000","1016000","1278000","1140000","1063000","1017000","1333000","1844000","2168000","1655000","1366000","1274000","1355000","1518000","1688000","1857000","1964000","",
"Liberia","LBR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56000","88000","50000","32000","178000","174000","169000","135000","142000","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","231000","236000","248000","252000","264000","270000","250000","253000","277000","298000","318000","303000","287000","296000","278000","306000","312000","307000","319000","338000","345000","348000","386000","395000","",
"Latin America & Caribbean","LCN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47436101.5884789","49522125.4808806","49500672.7376189","52718584.2268772","52651161.3194832","55998810.8275148","54473622.9375266","51873754.7660465","53341735.3406701","59435335.986202","64151874.826172","66136764.3574828","68776473.3378775","71710621.5177349","68943481.7721093","73253699.4459967","76578867.3730675","79169698.2147705","81239102.7234886","90166653.581159","96998898.6220478","103358519.794566","111174514.516615","113348450.74506","",
"Least developed countries: UN classification","LDC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4413950.68865749","5650490.33870311","6030555.39332927","6088937.32099835","6226486.85539408","6312947.88960593","6628550.72539622","7384949.05707428","7778383.87932715","9583617.34173401","11190687.0984077","13492036.3846578","15569739.7471716","16785710.2255925","16838205.4735298","18729671.4652188","20856974.940845","23289231.9558644","26282940.6773667","29078988.8983201","31537453.0532106","30782239.0666493","33090028.6779738","37193816.8946493","",
"Low income","LIC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3218952.98820155","3645434.90443409","3790106.05991801","4079448.37088583","4091272.45570904","5200788.93276644","5449141.59343801","6501749.35148975","6677548.88528892","8461302.39673105","9372111.40993818","12045518.4163545","12856770.5506869","15144239.6917243","16159758.8234867","19534809.7559314","16572553.6395372","","","","","","","","",
"Liechtenstein","LIE","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72800","72900","66500","64300","67000","62400","59600","61300","56700","69100","79300","85300","",
"Sri Lanka","LKA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","403000","302000","366000","381000","436000","400000","337000","393000","501000","566000","549000","560000","494000","438000","448000","654000","856000","1006000","1275000","1527000","1798000","2051000","2116400","2334000","",
"Lower middle income","LMC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27918925.0560695","30657756.8356564","36967398.2844239","36467809.7122795","37668411.6076318","41755238.9118308","44517681.1265839","47199040.4425584","51831645.9739013","62526060.6851519","69050137.0828528","75410572.1915343","88992474.8703935","94613631.9986982","90731336.3464835","99299965.8213533","95306512.8183865","104682685.651043","109433660.600831","107267682.918485","109989366.278743","111214371.814553","127222013.15631","143896301.541852","",
"Low & middle income","LMY","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137264210.501537","153391360.194106","162409440.611213","166225900.867052","174036391.106763","197131128.024578","207387009.834599","221988701.60695","219800371.446897","260653144.514937","282061900.327825","299950000.835","337278436.23331","353340740.80214","343577046.97226","374673864.240436","386145701.308167","416996924.863866","435551764.855608","447209039.563082","460570223.107567","465807399.628348","508950566.921242","555702832.338558","",
"Lesotho","LSO","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209000","312000","313000","290000","308000","302000","295000","287000","329000","304000","304000","357000","300000","293000","344000","426000","398000","423000","433000","1079000","1082000","1196000","1137000","1173000","",
"Late-demographic dividend","LTE","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110215907.069825","119738719.716789","123772535.234078","126432858.233239","136449304.982439","150586855.864861","154896152.054962","160992769.59808","155800390.723211","180439169.277862","191422988.165168","203747988.742073","220091233.616568","221185381.738203","213927018.846793","228353323.163951","243099328.211547","258610441.795509","271179197.29927","277645359.397536","289781779.467031","298565095.875808","316724202.664566","333351809.281881","",
"Lithuania","LTU","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","650000","832000","1012000","1416000","1422000","1083000","1271000","1428000","1491000","1800000","2000000","2180000","1486000","1611000","1341000","1507000","1775000","1900000","2012000","2063000","2071000","2296000","2523000","2825000","",
"Luxembourg","LUX","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","768000","724000","778000","789000","863000","852000","836000","885000","867000","878000","913000","908000","914000","877000","847000","805000","874000","950000","945000","1038000","1090000","1054000","1046000","1018000","",
"Latvia","LVA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","539000","565000","635000","576000","544000","509000","591000","848000","971000","1079000","1116000","1535000","1653000","1684000","1323000","1373000","1493000","1435000","1536000","1843000","2024000","1793000","1949000","1946000","",
"Macao SAR, China","MAC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4202000","4690000","3836000","4517000","5050000","5197000","5842000","6565000","6309000","8324000","9014000","10683000","12945000","10610000","10402000","11926000","12925000","13577000","14268000","14566000","14308000","15703600","17255000","18493000","",
"St. Martin (French part)","MAF","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2602000","2693000","3072000","3095000","3817000","4278000","4380000","4453000","4761000","5477000","5843000","6558000","7408000","7879000","8341000","9288000","9342000","9375000","10046000","10283000","10177000","10332000","11349000","12289000","",
"Monaco","MCO","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233000","226000","259000","278000","278000","300000","270000","263000","235000","250000","286000","313000","328000","324000","265000","279000","295000","292000","328000","329000","331000","336000","355000","347000","",
"Moldova","MDA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69000","67000","63000","70000","73000","60000","64000","75000","89000","95600","93900","94400","121000","145000","160000","",
"Madagascar","MDG","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75000","83000","101000","121000","138000","160000","170000","62000","139000","229000","277000","312000","344000","375000","163000","196000","225000","256000","196000","222000","244000","293000","255000","291000","",
"Maldives","MDV","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","315000","339000","366000","396000","430000","467000","461000","485000","564000","617000","395000","602000","676000","683000","656000","792000","931000","958000","1125000","1205000","1234000","1286000","1390000","1484000","",
"Middle East & North Africa","MEA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25737858.9647586","26484279.6314642","28491791.6345132","31177867.4926073","35726010.583649","39651559.7651214","39186060.8684637","43196920.2720735","45318135.0860019","53985111.4362609","57462804.0822899","63124169.0039003","71772537.5738328","81809763.0061125","80970590.708113","93031789.6914054","80718118.2434208","89091317.6525398","90609653.6605628","96281878.1326807","93830213.7630228","93328132.1595435","100457140.338422","110563609.189097","",
"Mexico","MEX","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20241000","21395000","19351000","19392000","19043000","20641000","19810000","19667000","18665000","20618000","21915000","21353000","21606000","22931000","22346000","23290000","23403000","23403000","24151000","29346000","32093000","35079000","39291000","41313000","",
"Marshall Islands","MHL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5500","6200","6400","6400","4600","5200","5400","6000","7200","9000","9200","5800","7200","6000","5400","4600","4600","4600","","4900","6300","5400","6000","6800","",
"Middle income","MIC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132333056.88157","147845322.363292","156588674.976833","160120858.958827","167778034.83845","189621643.847337","199503798.336024","213013521.458393","210721940.046189","249453388.979266","269769684.027309","285218391.943542","321292936.153548","335225990.123245","324766190.884766","352564526.064605","366340523.671741","395677275.017167","413383862.322659","424481996.622239","437569778.243823","442401220.337936","483743641.706617","526741900.861673","",
"North Macedonia","MKD","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147000","136000","121000","157000","181000","224000","99000","123000","158000","165000","197000","202000","230000","255000","259000","262000","327000","351000","400000","425000","486000","510000","631000","707000","",
"Mali","MLI","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42000","98000","75000","83000","82000","86000","89000","96000","110000","113000","143000","153000","164000","","","","","32000","57000","53000","15000","41500","11000","14000","",
"Malta","MLT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1116000","1054000","1111000","1182000","1214000","1216000","1180000","1134000","1127000","1156000","1171000","1124000","1244000","1291000","1182000","1339000","1415000","1443000","1582000","1690000","1783000","1966000","2274000","2599000","",
"Myanmar","MMR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194000","490000","491000","478000","435000","416000","475000","487000","597000","657000","660000","630000","716000","731000","763000","792000","816000","1059000","2044000","3081000","4681000","2907000","3443000","3551000","",
"Middle East & North Africa (excluding high income)","MNA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13655507.0506662","14458103.7963823","15703878.3726339","17170333.0166786","19963780.5962956","22220219.4738872","21966913.4823657","23792300.0071911","25338983.153669","31319390.0278464","33161577.3033419","36553059.6322574","40134508.2159427","44695909.4476355","47445893.7966748","55256542.4500061","44708140.6604555","48520543.13783","48154054.62882","48665694.4078438","44464421.800973","40435194.6037831","47735563.5382128","57712158.754666","",
"Montenegro","MNE","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136000","142000","188000","272000","378000","984000","1031000","1044000","1088000","1201000","1264000","1324000","1350000","1560000","1662000","1877000","2077000","",
"Mongolia","MNG","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165000","155000","154000","187000","229000","201000","301000","339000","404000","452000","446000","412000","456000","460000","476000","418000","393000","386000","404000","469000","529000","",
"Northern Mariana Islands","MNP","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","669000","728000","685000","481000","493000","517000","438000","466000","452000","525000","498000","429000","385000","388000","345000","375000","336000","399000","436000","455000","475100","526000","656000","517000","",
"Mozambique","MOZ","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","323000","541000","441000","470000","578000","664000","771000","1193000","1461000","1718000","1902000","2113000","1886000","1661000","1552000","1639000","1447000","2743000","",
"Mauritania","MRT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24000","30000","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","422000","487000","536000","558000","578000","656000","660000","682000","702000","719000","761000","788000","907000","930000","871000","935000","965000","965000","993000","1038000","1151000","1275000","1342000","1399000","",
"Malawi","MWI","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192000","194000","207000","220000","254000","228000","266000","383000","424000","427000","438000","638000","735000","742000","755000","746000","767000","770000","795000","819000","805000","849000","837000","871000","",
"Malaysia","MYS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7469000","7138000","6211000","5551000","7931000","10222000","12775000","13292000","10577000","15703000","16431000","17547000","20973000","22052000","23646000","24577000","24714000","25033000","25715000","27437000","25721000","26757000","25948000","25832000","",
